"Color Name";"Color Number";"Hex";"RGB"
"HKS 18 N";"18-N";"#954152";"rgb(149, 65, 82)"
"HKS 21 N";"21-N";"#F77486";"rgb(247, 116, 134)"
"HKS 22 N";"22-N";"#EC4446";"rgb(236, 68, 70)"
"HKS 23 N";"23-N";"#D82740";"rgb(216, 39, 64)"
"HKS 24 N";"24-N";"#D83866";"rgb(216, 56, 102)"
"HKS 25 N";"25-N";"#CF2D5B";"rgb(207, 45, 91)"
"HKS 26 N";"26-N";"#BF2F6C";"rgb(191, 47, 108)"
"HKS 27 N";"27-N";"#D42975";"rgb(212, 41, 117)"
"HKS 28 N";"28-N";"#B33859";"rgb(179, 56, 89)"
"HKS 29 N";"29-N";"#A42B93";"rgb(164, 43, 147)"
"HKS 31 N";"31-N";"#C2387C";"rgb(194, 56, 124)"
"HKS 32 N";"32-N";"#C83375";"rgb(200, 51, 117)"
"HKS 33 N";"33-N";"#A13397";"rgb(161, 51, 151)"
"HKS 34 N";"34-N";"#774291";"rgb(119, 66, 145)"
"HKS 35 N";"35-N";"#524993";"rgb(82, 73, 147)"
"HKS 36 N";"36-N";"#6A468D";"rgb(106, 70, 141)"
"HKS 37 N";"37-N";"#644385";"rgb(100, 67, 133)"
"HKS 38 N";"38-N";"#41546A";"rgb(65, 84, 106)"
"HKS 39 N";"39-N";"#0F69B5";"rgb(15, 105, 181)"
"HKS 40 N";"40-N";"#0080AE";"rgb(0, 128, 174)"
"HKS 41 N";"41-N";"#364E6D";"rgb(54, 78, 109)"
"HKS 42 N";"42-N";"#2655AC";"rgb(38, 85, 172)"
"HKS 43 N";"43-N";"#0D59AB";"rgb(13, 89, 171)"
"HKS 44 N";"44-N";"#006AB3";"rgb(0, 106, 179)"
"HKS 45 N";"45-N";"#475696";"rgb(71, 86, 150)"
"HKS 46 N";"46-N";"#0084B2";"rgb(0, 132, 178)"
"HKS 47 N";"47-N";"#007CBF";"rgb(0, 124, 191)"
"HKS 48 N";"48-N";"#0081B1";"rgb(0, 129, 177)"
"HKS 49 N";"49-N";"#007DAC";"rgb(0, 125, 172)"
"HKS 50 N";"50-N";"#00B4D6";"rgb(0, 180, 214)"
"HKS 51 N";"51-N";"#00909B";"rgb(0, 144, 155)"
"HKS 52 N";"52-N";"#008C7F";"rgb(0, 140, 127)"
"HKS 53 N";"53-N";"#00A686";"rgb(0, 166, 134)"
"HKS 54 N";"54-N";"#009368";"rgb(0, 147, 104)"
"HKS 55 N";"55-N";"#007B63";"rgb(0, 123, 99)"
"HKS 56 N";"56-N";"#156459";"rgb(21, 100, 89)"
"HKS 57 N";"57-N";"#008554";"rgb(0, 133, 84)"
"HKS 58 N";"58-N";"#47704F";"rgb(71, 112, 79)"
"HKS 59 N";"59-N";"#008089";"rgb(0, 128, 137)"
"HKS 60 N";"60-N";"#4A993F";"rgb(74, 153, 63)"
"HKS 61 N";"61-N";"#446344";"rgb(68, 99, 68)"
"HKS 62 N";"62-N";"#787940";"rgb(120, 121, 64)"
"HKS 63 N";"63-N";"#5C8649";"rgb(92, 134, 73)"
"HKS 64 N";"64-N";"#28A144";"rgb(40, 161, 68)"
"HKS 65 N";"65-N";"#50B543";"rgb(80, 181, 67)"
"HKS 66 N";"66-N";"#7DBB2A";"rgb(125, 187, 42)"
"HKS 67 N";"67-N";"#86C12E";"rgb(134, 193, 46)"
"HKS 68 N";"68-N";"#D4BA28";"rgb(212, 186, 40)"
"HKS 69 N";"69-N";"#D6CA18";"rgb(214, 202, 24)"
"HKS 71 N";"71-N";"#E29E3E";"rgb(226, 158, 62)"
"HKS 72 N";"72-N";"#DC9035";"rgb(220, 144, 53)"
"HKS 73 N";"73-N";"#B57E40";"rgb(181, 126, 64)"
"HKS 74 N";"74-N";"#997042";"rgb(153, 112, 66)"
"HKS 75 N";"75-N";"#8D7545";"rgb(141, 117, 69)"
"HKS 76 N";"76-N";"#645243";"rgb(100, 82, 67)"
"HKS 77 N";"77-N";"#725547";"rgb(114, 85, 71)"
"HKS 78 N";"78-N";"#8C5745";"rgb(140, 87, 69)"
"HKS 81 N";"81-N";"#CD6740";"rgb(205, 103, 64)"
"HKS 82 N";"82-N";"#B65B42";"rgb(182, 91, 66)"
"HKS 83 N";"83-N";"#8B4D45";"rgb(139, 77, 69)"
"HKS 84 N";"84-N";"#7A4F4A";"rgb(122, 79, 74)"
"HKS 88 N";"88-N";"#43403E";"rgb(67, 64, 62)"
"HKS 89 N";"89-N";"#A59984";"rgb(165, 153, 132)"
"HKS 90 N";"90-N";"#544946";"rgb(84, 73, 70)"
"HKS 91 N";"91-N";"#9AA29C";"rgb(154, 162, 156)"
"HKS 92 N";"92-N";"#6A7070";"rgb(106, 112, 112)"
"HKS 93 N";"93-N";"#535A5F";"rgb(83, 90, 95)"
"HKS 95 N";"95-N";"#8F9085";"rgb(143, 144, 133)"
"HKS 96 N";"96-N";"#8A8780";"rgb(138, 135, 128)"
"HKS 97 N";"97-N";"#414440";"rgb(65, 68, 64)"
"HKS 2 Z";"2-Z";"#E4CD2B";"rgb(228, 205, 43)"
"HKS 3 Z";"3-Z";"#E6C930";"rgb(230, 201, 48)"
"HKS 4 Z";"4-Z";"#ECBA38";"rgb(236, 186, 56)"
"HKS 5 Z";"5-Z";"#EDB43E";"rgb(237, 180, 62)"
"HKS 6 Z";"6-Z";"#F2A142";"rgb(242, 161, 66)"
"HKS 7 Z";"7-Z";"#F4873D";"rgb(244, 135, 61)"
"HKS 8 Z";"8-Z";"#F17842";"rgb(241, 120, 66)"
"HKS 10 Z";"10-Z";"#EB6141";"rgb(235, 97, 65)"
"HKS 12 Z";"12-Z";"#E35340";"rgb(227, 83, 64)"
"HKS 13 Z";"13-Z";"#E45447";"rgb(228, 84, 71)"
"HKS 14 Z";"14-Z";"#E65D56";"rgb(230, 93, 86)"
"HKS 15 Z";"15-Z";"#DC4F57";"rgb(220, 79, 87)"
"HKS 16 Z";"16-Z";"#CA555A";"rgb(202, 85, 90)"
"HKS 18 Z";"18-Z";"#994E5A";"rgb(153, 78, 90)"
"HKS 22 Z";"22-Z";"#DD4F49";"rgb(221, 79, 73)"
"HKS 23 Z";"23-Z";"#D74E54";"rgb(215, 78, 84)"
"HKS 25 Z";"25-Z";"#CB496B";"rgb(203, 73, 107)"
"HKS 27 Z";"27-Z";"#D34887";"rgb(211, 72, 135)"
"HKS 33 Z";"33-Z";"#A4469C";"rgb(164, 70, 156)"
"HKS 34 Z";"34-Z";"#805296";"rgb(128, 82, 150)"
"HKS 37 Z";"37-Z";"#6D4F99";"rgb(109, 79, 153)"
"HKS 38 Z";"38-Z";"#4C566C";"rgb(76, 86, 108)"
"HKS 39 Z";"39-Z";"#2170B3";"rgb(33, 112, 179)"
"HKS 41 Z";"41-Z";"#506077";"rgb(80, 96, 119)"
"HKS 42 Z";"42-Z";"#4364A6";"rgb(67, 100, 166)"
"HKS 43 Z";"43-Z";"#4465AB";"rgb(68, 101, 171)"
"HKS 44 Z";"44-Z";"#1C73AE";"rgb(28, 115, 174)"
"HKS 46 Z";"46-Z";"#367F9F";"rgb(54, 127, 159)"
